Filename;ActivityName;Location;ReferenceProduct
f0290fdd-20b9-42ed-89c9-5bc4d5db52f5_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated;CH;electricity, low voltage
f029592d-4eac-4aff-8d35-a8d78afd95f9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;GB;electricity, high voltage
f02f74ef-02c8-4d64-b61d-15289cf43a33_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;market for heat, district or industrial, natural gas;CH;heat, district or industrial, natural gas
f03b4659-f73b-496b-a7d3-f2eff2d03c74_76736f35-6812-4b73-967d-010efeda851f.spold;aluminium milling, average;RoW;aluminium removed by milling, average
f03c8ffa-1f23-4480-a718-41839ec0219a_0d3eda5a-4601-4573-9549-0701c459ab88.spold;hard coal, import from RLA;Europe, without Russia and Turkey;hard coal
f044e2f8-3f0d-4d02-ad84-dd9d4f0626da_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;GT;electricity, low voltage
f04a6755-2bc3-4138-9797-181a06ab74d4_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, from municipal waste incineration to generic market for electricity, medium voltage;GB;electricity, medium voltage
f04e50a7-362f-4e43-b405-230a4399e6e6_e35c5939-e217-4469-a09c-0c72ecb3b1cb.spold;market for pipeline, natural gas, high pressure distribution network;GLO;pipeline, natural gas, high pressure distribution network
f053d891-a0f0-4435-ac95-c1299c7c90e1_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;ME;waste packaging paper
f0556cec-0244-4c07-88b9-49e279ceef12_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from NL;GB;natural gas, high pressure
f058220d-bd40-40dd-b183-530b5e4ece8f_596ca18d-28a7-46db-bf11-2064b03879d2.spold;pineapple production;GLO;pineapple
f06166aa-ea9d-4800-b25a-5a4a4049cbc4_0ad254ff-fb5c-4cd6-b657-4980bcbb7e6e.spold;board, hardwood, raw, air drying to u=20%;RoW;sawnwood, board, hardwood, raw, dried (u=20%)
f06e2d37-9c7e-45ad-956f-0fc139db3801_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;GR;electricity, high voltage
f06e2d37-9c7e-45ad-956f-0fc139db3801_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;GR;heat, district or industrial, other than natural gas
f07228ed-6257-4063-9b5f-85f1dde09812_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SI;electricity, low voltage
f0743196-5f9d-4807-bcd5-411c112bfc28_3d455af5-1a55-4ac3-a685-4cb13e1d2097.spold;isoproturon production;RER;isoproturon
f0754c70-63e0-440a-9c13-20705b999e34_b685192a-e033-421e-9074-8fe7cb176046.spold;polyethylene, high density, granulate, recycled to generic market for high density PE granulate;US;polyethylene, high density, granulate
f07849e4-a09d-498e-bd47-877b9993d7f4_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;TR;electricity, high voltage
f079816c-3ac6-4287-8489-38a2501b0d44_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, on-shore;BO;natural gas, high pressure
f07f4f75-5af8-427a-a6be-052835971d8b_6e57739e-8655-4d87-8324-11ed616e3048.spold;market for transport, pipeline, long distance, natural gas;RoW;transport, pipeline, long distance, natural gas
f0830519-40dc-4831-ac18-a71f4f526039_5b8d6214-5226-4a48-a7aa-a814ea610fee.spold;hydroformylation of butene;RoW;3-methyl-1-butanol
f08ae68d-3b84-4979-aa1e-6708c8934f06_11290f67-05de-4e87-b58c-3d36392d9f22.spold;market for 2-methylpentane;GLO;2-methylpentane
f08f84c1-fb39-4bc5-93be-0dc73917039c_3c729202-245e-4585-a517-c053ca62f074.spold;lean concrete production, with cement CEM II/B;RoW;lean concrete
f092ae03-ee8b-4b48-a096-6680d8a38ce5_dd0cbafd-b176-4ba4-860a-25a2e0663d14.spold;gypsum quarry operation;RoW;gypsum, mineral
f0932f53-1ec5-454d-a098-525d2e86ce32_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;HU;electricity, medium voltage
f09a2efc-146d-48e2-91ed-126e9d9f9663_a7abd72a-4d9c-4f99-abfc-3de79d425a96.spold;treatment of wood ash mixture, pure, sanitary landfill;CH;wood ash mixture, pure
f0a11f96-0e36-4005-a6b5-281605869572_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;GB;electricity, high voltage
f0a288c6-5469-45e6-a69a-632e9227f415_cc89e7ae-ea0e-4850-9799-b2143f1115fc.spold;building machine production;RoW;building machine
f0a88197-a3c2-4a3d-928c-7d18f8721344_618bf4eb-bee5-4d38-8e4f-78cfebf779be.spold;treatment of scrap aluminium, municipal incineration;CH;scrap aluminium
f0afa3a6-21b5-4d3e-82f3-21bdb768965c_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from ammonia, anhydrous, liquid;CN;inorganic nitrogen fertiliser, as N
f0b20243-52fd-4122-9752-9331562ad77a_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market group for land use change, perennial crop;BR;land use change, perennial crop
f0b36f69-7864-4620-9e0f-1fdd2ea5f0e7_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, primary forest to arable land, perennial crop;BR-PA;land tenure, arable land, measured as carbon net primary productivity, perennial crop
f0b45a84-bec0-41c7-92cf-1e10db019f11_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market group for electricity, medium voltage;RNA;electricity, medium voltage
f0b648ca-d8c8-42d9-91fa-318e3f94d3d3_e8a51ec1-60cb-4ead-a948-ad1142c61918.spold;treatment of wastewater, average, capacity 4.7E10l/year;CH;wastewater, average
f0b76c00-677f-4e6d-aaa4-e9db3b47ba88_639dba7b-1762-4e9a-a95c-f30380e65d53.spold;market for transport, freight, lorry 7.5-16 metric ton, EURO4;RoW;transport, freight, lorry 7.5-16 metric ton, EURO4
f0bec7cd-72a5-430f-a199-55f4f03ec70a_2741f2b1-96a3-4458-bcd5-85d85bbfa463.spold;operation, dried roughage store, non ventilated;CA-QC;operation, dried roughage store, non ventilated
f0bf9847-dc2b-4e95-9f90-b3705c5a763c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from NL;NO;electricity, high voltage
f0c30ccf-8a6c-490f-b45b-94f5f2826ec2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;VN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
f0c9f971-cf32-41b9-939d-630335b2edf6_50a418df-9ef8-4a99-8bea-4f9b4ea88acb.spold;acetic anhydride production, ketene route;RoW;acetic anhydride
f0cab05e-9c03-4b93-ab4a-6be85743090b_6676c202-e39b-5dbf-ba7a-0fce232578e0.spold;market for flax plant, harvested;GLO;flax plant, harvested
f0cacd4c-54e8-4e59-aaa3-51f7e6bed173_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, primary forest to arable land, perennial crop;MY;land tenure, arable land, measured as carbon net primary productivity, perennial crop
f0caf721-c4f1-4016-86c3-3cb589eb8e83_06b8d05b-e1e6-427b-929c-bb55e84e7c08.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;ammonia, anhydrous, liquid
f0caf721-c4f1-4016-86c3-3cb589eb8e83_118544e5-7d7a-4bfe-bcf9-6e71e0b50ad4.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;butyl acrylate
f0caf721-c4f1-4016-86c3-3cb589eb8e83_15e08bcb-75e0-4f45-ab47-d6ddff721ebc.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;acetone, liquid
f0caf721-c4f1-4016-86c3-3cb589eb8e83_2966d161-5281-47d6-86d3-efbb0a4b2110.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;heavy fuel oil
f0caf721-c4f1-4016-86c3-3cb589eb8e83_2be73167-58e8-4706-a68f-167c80df9f72.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;chemical, organic
f0caf721-c4f1-4016-86c3-3cb589eb8e83_3a0d77a5-6488-4977-966a-731350be864a.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;ethanol, without water, in 99.7% solution state, from ethylene
f0caf721-c4f1-4016-86c3-3cb589eb8e83_44e8a892-3178-4352-a898-722e68990fe9.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;ethylene
f0caf721-c4f1-4016-86c3-3cb589eb8e83_4a0b47d3-c643-4b67-841b-b5689787f7a1.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;methanol
f0caf721-c4f1-4016-86c3-3cb589eb8e83_5543d899-1cbd-4acf-a770-befd41102943.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;1-butanol
f0caf721-c4f1-4016-86c3-3cb589eb8e83_86e1bf02-e86a-479b-9051-710271dbd745.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;methyl ethyl ketone
f0caf721-c4f1-4016-86c3-3cb589eb8e83_938af061-8c13-47af-a3ba-d8454aec9893.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;isobutanol
f0caf721-c4f1-4016-86c3-3cb589eb8e83_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;liquefied petroleum gas
f0caf721-c4f1-4016-86c3-3cb589eb8e83_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;natural gas, high pressure
f0caf721-c4f1-4016-86c3-3cb589eb8e83_b658a402-79b9-4a02-a818-f6090adb13f1.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;propylene
f0caf721-c4f1-4016-86c3-3cb589eb8e83_b7b72951-a57c-4364-9b49-ea3c7cb03d00.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;1-propanol
f0caf721-c4f1-4016-86c3-3cb589eb8e83_b80eb2d5-1256-41bb-a61d-83252d0dfd4d.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;diesel, low-sulfur
f0caf721-c4f1-4016-86c3-3cb589eb8e83_e180c07f-fa94-4f7c-8a2f-32cb78f52bd6.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;petrol, unleaded
f0caf721-c4f1-4016-86c3-3cb589eb8e83_e7a17355-8575-4be4-8c51-85e38b19b3f3.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;pitch
f0caf721-c4f1-4016-86c3-3cb589eb8e83_fe8e025f-14c8-4abd-86df-1797ab26d3db.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;sulfur
f0cf0385-a12c-4af7-bee2-737bc364c59a_59465644-756c-4ab8-b892-63eb6e0f3ce8.spold;market for sodium sulfide;GLO;sodium sulfide
f0cf0b7e-74ef-406f-a62c-f0ce96483d6b_f6b85c5d-6f61-4c49-b490-43d85496bd2a.spold;furnace production, logs, 30kW;CH;furnace, logs, 30kW
f0d09113-f0b7-43a8-8ec7-9b14cec270dc_4cfe813a-b653-4fce-bf8b-52f493545820.spold;market for rhodium;GLO;rhodium
f0d3ca34-5cc3-46a9-844b-695648b34389_474e7001-a158-4379-8793-e02f0c14bbfe.spold;lutetium oxide to generic market for mischmetal;GLO;mischmetal
f0d64590-4c52-4d7a-ab0e-403d4944c71e_46df2ebd-bd0c-486b-abd3-cfe904195502.spold;market for zucchini;GLO;zucchini
f0d90cef-847f-470c-a333-e69a0f41c333_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;market for land use change, annual crop;DE;land use change, annual crop
f0e17086-8990-4ff2-a90e-e122b0d52d8e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;US-ASCC;electricity, high voltage
f0e2a5eb-62eb-42cf-a9d4-ccd4048321bd_7e1e83e1-4331-445f-ab99-c1988389de0f.spold;market for degreasing, metal part in alkaline bath;GLO;degreasing, metal part in alkaline bath
f0e4dd3d-467e-4b3f-843e-b9950539553b_ac10bf36-d24f-4486-a631-e4a4e7a90b05.spold;carrot seed production, for sowing;CH;carrot seed, for sowing
f0e96b66-92be-43e3-9dd5-37f19d2df792_137e2c15-2e4a-4bf4-a1e4-a630a87b2cb7.spold;beam, hardwood, raw, kiln drying to u=20%;CH;sawnwood, beam, hardwood, raw, dried (u=20%)
f0ea0cfc-a553-429a-8e69-2d4b073cf385_dc763799-ba2f-46a0-9b15-9cbd9d61139d.spold;basic oxygen furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials;RoW;supplementary cementitious materials
f0eb387c-61eb-409a-b172-76c4eb19e3a1_d1a4a803-c563-4740-84cf-3c21a488bd74.spold;treatment of scrap steel, inert material landfill;Europe without Switzerland;scrap steel
f0ec0476-1dfe-494f-bd32-956fe17756ab_b2011f87-e037-4f68-8dec-6d8e6de4ae25.spold;market for waste concrete gravel;CH;waste concrete gravel
f0ed64b9-17aa-49ff-afb3-c735fb25a5cd_095528f2-b554-4cfb-9dc8-764b50bcbd7b.spold;transport, passenger car, large size, natural gas, EURO 4;RoW;transport, passenger car, large size, natural gas, EURO 4
f0edfa7f-d2ba-4759-97c6-0640f10d6772_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;VE;electricity, medium voltage
f0f0af4f-361d-4cc3-bbfa-74316d8538d8_382471d0-afca-4f0d-bec6-f0bfe2c28225.spold;treatment of scrap printed wiring boards, shredding and separation;RoW;used printed wiring boards
f0f37ecd-6c2f-44cf-b185-6cb2c408a0bc_b9516ad1-d0ab-5e5d-9be4-2efe48bb82b4.spold;market for sodium oxide;RER;sodium oxide
f0f4ad7f-a634-49b2-88d3-c1db8375058d_50998c77-fa60-4504-b53d-65f3c47eb96c.spold;planing, beam, softwood, u=10%;CA-QC;sawnwood, beam, softwood, dried (u=10%), planed
f0f4ad7f-a634-49b2-88d3-c1db8375058d_aa447135-9cc5-4f34-9385-ca2a0ae70d3c.spold;planing, beam, softwood, u=10%;CA-QC;shavings, softwood, loose, measured as dry mass
f0f70971-8aea-4e3e-993a-306c1b48db56_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;DE;electricity, high voltage
f0f70971-8aea-4e3e-993a-306c1b48db56_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;DE;heat, district or industrial, other than natural gas
f1042c07-2544-4617-adb0-87e41fc5c194_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, on-shore;NL;petroleum
f10aff32-35ba-41e6-bddb-0658f54ed2d4_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;DE;electricity, high voltage
f10aff32-35ba-41e6-bddb-0658f54ed2d4_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;DE;heat, central or small-scale, other than natural gas
f10ba6d1-5b57-47fe-9536-d303d436c9eb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;US-MRO;electricity, high voltage
f10c1aaf-22bf-43c0-a57c-80370f599e80_26dda6c0-2ad5-4710-92f0-81c599840472.spold;market for ethylene dichloride;RoW;ethylene dichloride
f10c6fb1-6e43-4cf9-8cac-2494678b587c_9762d282-1cda-51de-b928-cbae23175458.spold;market for sunn hemp plant, harvested;GLO;sunn hemp plant, harvested
f10d8fb9-2223-43e7-92d4-23839d57bec7_dbfb29d6-e677-4932-9e63-90003928a00f.spold;dicyclopentadiene based unsaturated polyester resin production;RER;dicyclopentadiene based unsaturated polyester resin
f1111716-b7ff-4f44-961d-603ac43f42ff_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, air drying to u=20%;RoW;sawnwood, lath, hardwood, raw, dried (u=20%)
f1150c5e-c1aa-503d-b35d-11c060a389a5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wood, future;GLO;electricity, high voltage
f117d253-4329-4bc3-9f35-69c602a4e158_49719318-578e-40fe-b359-0780c8df9221.spold;weaned calves production on pasture;RoW;cattle for slaughtering, live weight
f117d253-4329-4bc3-9f35-69c602a4e158_4a62806e-17d6-473e-95fc-394ac760261e.spold;weaned calves production on pasture;RoW;weaned heifers, live weight
f117d253-4329-4bc3-9f35-69c602a4e158_5c5d0acc-fe59-4c21-ab51-6690a4bbae8a.spold;weaned calves production on pasture;RoW;weaned calves, live weight
f11b30e3-ed0a-4bb1-a947-29aea1a17fb5_d3debd6d-2e09-4291-accc-f2dfd748aee9.spold;market for soybean seed, for sowing;GLO;soybean seed, for sowing
f120b039-9d90-4da1-9bde-b620d1717b7b_b2146f9b-f130-4b43-be21-b8397b9117a4.spold;glass cullet supply, for Saint-Gobain ISOVER SA;GLO;glass cullet, for Saint-Gobain ISOVER SA
f123a147-d1a0-4576-bf8e-8be9265dd478_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from SK;UA;electricity, high voltage
f12641c9-f58a-4fe2-bcab-bc4e748f206b_b078cbaa-e4d8-49a0-afc7-78768258e79b.spold;esterquat production, from coconut oil and palm kernel oil;RER;esterquat
f129a9de-c00b-42ea-879b-e38fe0e567cd_9c6b672a-661e-40c3-a9a0-902b33cc6871.spold;mandarin production;RoW;mandarin
f12f75ab-7526-423b-8129-d9214be53868_7eb2252c-321f-44f6-ab30-4867cac13cc2.spold;market for pipeline, petroleum, offshore;GLO;pipeline, petroleum, offshore
f12fa772-e2a9-4bf0-83c4-e4c3cb22c9e6_199596a7-3977-4402-8c43-7e3aafa1b205.spold;treatment of used trawler, steel;PE;used trawler, steel
f13113f5-e647-4797-a412-3f9e3f89c243_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BJ;electricity, low voltage
f1339fb9-6dc6-4146-8b40-b340e7843973_0992e479-07eb-4837-8aa3-d4411f675dad.spold;chlor-alkali electrolysis, membrane cell;RER;chlorine, gaseous
f1339fb9-6dc6-4146-8b40-b340e7843973_61396bcb-bf35-411a-a6a6-8543ccef83e8.spold;chlor-alkali electrolysis, membrane cell;RER;sodium hydroxide, without water, in 50% solution state
f1339fb9-6dc6-4146-8b40-b340e7843973_8d78a0dc-1489-48c1-8bc4-7c120f318216.spold;chlor-alkali electrolysis, membrane cell;RER;hydrogen, liquid
f139f21a-13d7-4197-a45b-dcb952c9ca76_9c563baa-b91f-4f34-a0c4-9303ffa71870.spold;market for landed anchovy, fresh;RoW;landed anchovy, fresh
f144a5d2-d796-47eb-ba44-3a623c60540e_1ad0b61c-f2b8-450c-b09b-445427a193f0.spold;hydraulic digger production;RER;hydraulic digger
f1459bdd-1ef0-4b2d-b8f9-7ee9572984f8_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;PE;waste packaging paper
f14ac481-9fb3-4042-a292-704c6e2aad47_aca66a0c-0a30-4da2-b1a0-1c77bc60d1d9.spold;market for mounting, through-hole technology, Pb-containing solder;GLO;mounting, through-hole technology, Pb-containing solder
f14dab08-c27a-4cf8-af6e-c899dc3d5c41_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;GB;electricity, high voltage
f15431e1-ca6c-441f-ad8f-c7aa06c54b34_18e1cfa1-498b-4d93-bace-44cd2ae12596.spold;treatment of sewage sludge by anaerobic digestion;CH;biogas
f15431e1-ca6c-441f-ad8f-c7aa06c54b34_634c5012-e350-42e3-a4b3-f549ea3b0270.spold;treatment of sewage sludge by anaerobic digestion;CH;sewage sludge
f15c2009-5b3a-4fbf-a57a-e99dcfd98d60_e83fddb2-9a6c-43a4-8ad1-43311d7d78b8.spold;tungsten mine operation and beneficiation;RoW;tungsten concentrate
f15c83f9-1232-4b1e-8a18-4101c6cb29a3_ecec59b7-367f-421e-8258-c809111a9923.spold;market for peat;RER;peat
f15ece0f-b728-4fe7-92bd-485fd4ea2f2b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;ZA;electricity, high voltage
f1643bb9-f5f0-4412-b7c5-7d742a582ae8_cb09bcae-b469-4f41-84a6-cdd1e958e027.spold;rape seed production;RoW;rape seed
f16992a0-2b69-4a5f-a02c-a3b777bd1de6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;KG;electricity, high voltage
f16ebef0-43e7-4ee1-ac04-2bdc2123edc9_e8df64cf-359b-4900-a713-9909ea426fa3.spold;o-chlorotoluene production;RER;o-chlorotoluene
f16f9382-b0c1-4ecc-aad2-ff36b183c699_640f24e5-1f45-4aa2-b306-e8cca907034d.spold;market for energy requirement for assembly of heat and power co-generation unit, 160kW electrical;GLO;energy requirement for assembly of heat and power co-generation unit, 160kW electrical
f17627a7-28bd-441f-9812-1198f5a263c7_c5299a8e-d4b4-409c-9826-e8ae9e37c03d.spold;cement production, Portland;RoW;cement, Portland
f179cc80-1922-46fe-bb89-6835e254e3a9_3db648b2-8b8a-46c4-8e69-4ab60453b65f.spold;market for lorry, 40 metric ton;RER;lorry, 40 metric ton
